id,EAP,HPL,MWS
id06689,6.04592642616808e-08,0.9999998807907104,7.350225761371121e-09
id18837,0.9397763609886169,7.36728725314606e-06,0.060216303914785385
id04466,0.9999758005142212,6.065176307856746e-07,2.358202254981734e-05
id00686,0.9967659711837769,9.85205770120956e-05,0.0031355510000139475
id09010,0.0009364290744997561,0.9990635514259338,1.522434608935974e-11
id23353,1.0,1.114765506467219e-12,1.6611092501506164e-09
id00066,0.9999984502792358,1.5215947541946662e-06,1.957627837612108e-09
id15724,5.328662382453331e-07,0.9999995231628418,3.5271044418472286e-10
id23486,0.0042459238320589066,3.4161549457289997e-12,0.9957541227340698
id22258,4.083293845269509e-07,6.125925011701838e-08,0.9999995231628418
id02292,0.980075478553772,0.019921373575925827,3.1829204090172425e-06
id16356,0.00038823604700155556,1.3138641406840179e-05,0.9995986819267273
id00235,0.9900375604629517,0.00996218342334032,2.0309452963829244e-07
id25522,0.00967239961028099,6.177947216201574e-05,0.9902657866477966
id04204,0.0026161118876188993,0.9973783493041992,5.572810550802387e-06
id22016,0.882729172706604,2.065240983599708e-14,0.11727079004049301
id06480,2.6129197067348287e-05,0.9999643564224243,9.553776180837303e-06
id08718,0.00040573166916146874,2.349948573510119e-07,0.9995940327644348
id05251,2.9027391065028496e-05,0.9999701976776123,7.707996587669186e-07
id03359,0.8517974019050598,0.0014944120775908232,0.1467081755399704
id16117,0.0002134218520950526,2.1788484350082626e-09,0.9997865557670593
id17000,1.4178151097610225e-08,1.0,4.3205819366676224e-08
id01730,0.0007695233216509223,0.9992287158966064,1.7371351077599684e-06
id00630,0.9984862208366394,0.0015134189743548632,3.636865528733324e-07
id18175,0.22007501125335693,1.2188713753857883e-06,0.7799238562583923
id00907,0.9999769926071167,9.673868817117182e-07,2.2021593395038508e-05
id18251,1.2107359907531645e-05,0.9999878406524658,3.038282292422423e-09
id25861,0.9995977282524109,0.00040229325531981885,8.829294628753814e-09
id00398,0.9042739868164062,0.09571981430053711,6.12110625297646e-06
id27573,0.9964154958724976,1.3588952185727976e-07,0.0035843923687934875
id10022,0.00644906098023057,0.9935332536697388,1.7608528651180677e-05
id15901,0.37664806842803955,1.9798555683792074e-08,0.6233518719673157
id00451,0.00025027309311553836,2.0650040823966265e-06,0.9997476935386658
id23129,2.0518506062217057e-05,0.9919458031654358,0.008033603429794312
id26498,0.9993963241577148,2.7875492378370836e-05,0.0005757617182098329
id14741,0.9996994733810425,2.0556999515974894e-05,0.0002800428483169526
id18453,0.8283378481864929,0.0014939834363758564,0.17016810178756714
id08309,0.9643936157226562,0.03560641035437584,3.4676566063041037e-09
id00320,0.9995115995407104,0.000487441779114306,9.886782663670601e-07
id07688,7.4646177381509915e-06,0.0004905662499368191,0.9995019435882568
id01556,5.082334246253595e-05,3.656402125518099e-10,0.9999492168426514
id00178,0.03265778347849846,0.03119671158492565,0.9361454844474792
id18902,0.0002339482743991539,0.053412772715091705,0.9463532567024231
id27002,0.9999819993972778,6.484973255282966e-06,1.153223911387613e-05
id21418,0.9999992847442627,6.673448069705046e-07,1.5440732026306137e-09
id23018,8.721565245650709e-05,0.982422947883606,0.017489779740571976
id07032,0.023081136867403984,0.07889693230390549,0.898021936416626
id16195,0.0005706268711946905,6.175878297653981e-07,0.9994286894798279
id11202,2.995582326548174e-05,0.999968409538269,1.6808877489893348e-06
id09578,0.9999891519546509,6.801051943838843e-10,1.0837726222234778e-05
id26984,0.999658465385437,1.884456146683533e-09,0.00034148996928706765
id19856,4.0853301470633596e-05,0.9999582767486572,8.636428674435592e-07
id12086,0.9993293285369873,1.5912513617877266e-06,0.0006691194721497595
id12052,1.0988112109089343e-07,6.674723707772445e-13,0.9999998807907104
id17728,0.00834069587290287,1.0873270184674766e-05,0.9916484355926514
id24608,0.9999890327453613,1.1025152161892038e-05,2.322588166236983e-08
id21097,0.04964851215481758,0.12098333239555359,0.8293681740760803
id20179,4.008220912510296e-06,7.046191399240342e-07,0.999995231628418
id15144,0.9947367310523987,0.004945514723658562,0.0003178431070409715
id00206,1.0,5.359886756650667e-09,4.52935609018823e-08
id22285,1.160543803280234e-07,1.4180298602006758e-10,0.9999998807907104
id06417,1.3566744200943504e-05,0.9999861717224121,2.75229666613086e-07
id00215,5.042328211857239e-06,0.9999949932098389,4.683496612756244e-08
id04201,0.06414888799190521,6.242603831196902e-06,0.9358448386192322
id21771,0.9999138116836548,8.618783613201231e-05,5.7057362307100234e-11
id12451,4.838791483052773e-06,6.318121450021863e-06,0.9999887943267822
id14250,0.012682200409471989,0.16857685148715973,0.8187409043312073
id03433,0.002969582099467516,0.99673992395401,0.0002905353030655533
id03303,4.030514173791744e-05,0.00017858583305496722,0.99978107213974
id25901,0.5695874094963074,0.0004488264094106853,0.42996373772621155
id06945,0.9740670323371887,0.0019130278378725052,0.024019872769713402
id05664,0.9998582601547241,0.00014019299123901874,1.5865083469179808e-06
id05741,0.9999995231628418,3.2957990470094956e-07,1.4834236594651884e-07
id10652,0.8612332344055176,0.005919115152209997,0.13284757733345032
id16300,0.9999237060546875,2.2937510948395357e-06,7.398972957162187e-05
id12319,0.5374212265014648,0.4618501365184784,0.0007286176551133394
id07500,1.7401360992153059e-06,0.9999979734420776,1.8836281867606885e-07
id12478,0.0002812481834553182,0.0011536795645952225,0.998565137386322
id03076,0.07633372396230698,1.901991481645382e-06,0.923664391040802
id00969,0.1775352954864502,0.5760173201560974,0.24644735455513
id23636,2.2919961484291207e-09,1.0,6.123455963211871e-14
id09791,1.6582646367169218e-07,1.9727801827684743e-06,0.9999978542327881
id05680,0.0011376577895134687,0.5730563998222351,0.4258059561252594
id03672,2.003695271923789e-06,0.999985933303833,1.2001734830846544e-05
id04286,0.00026282548788003623,0.999624490737915,0.00011256499419687316
id23883,1.557985888211988e-05,2.1723539248341694e-05,0.9999626874923706
id11914,0.5990617871284485,0.00011892990733031183,0.4008193016052246
id20974,1.354628267336011e-07,0.9999998807907104,3.5478211479755828e-09
id26125,0.6396822333335876,0.010060442611575127,0.3502573072910309
id15543,0.007808104157447815,4.766492978092174e-09,0.9921918511390686
id19471,1.0,6.66712574037831e-10,2.0558934110681548e-08
id11503,0.7845754027366638,0.21542254090309143,2.083274921460543e-06
id09321,3.9813832586332865e-07,0.9999991655349731,5.337260517990217e-07
id25560,6.689033771323238e-10,6.291986896778123e-12,1.0
id06726,0.10912665724754333,0.0021242545917630196,0.8887491226196289
id05709,0.9999983310699463,4.3931194682045316e-08,1.6807440488264547e-06
id09788,0.1024264544248581,0.8862380385398865,0.0113355228677392
id05289,0.999595582485199,0.0004043388180434704,1.2100289836780576e-07
id11815,5.094391020143973e-10,1.0,1.783648749531519e-11
id22422,0.9993996620178223,0.0003827675536740571,0.0002174866385757923
id25954,0.9999566078186035,3.4039621823467314e-05,9.322054211224895e-06
id13601,0.9897454977035522,0.00019672326743602753,0.010057732462882996
id05677,0.99993896484375,1.0928597475867718e-05,5.0077993364539e-05
id10498,7.225667104648892e-07,0.9999991655349731,1.4228616862510535e-07
id02665,0.8693052530288696,0.129878968000412,0.0008157839183695614
id10114,0.0016351195517927408,0.9936925172805786,0.004672490991652012
id26314,0.9997265934944153,0.00027278673951514065,5.96716290601762e-07
id21240,0.00023991371563170105,0.9706620573997498,0.02909802831709385
id15569,0.9999947547912598,3.6436163100006524e-06,1.5710578509242623e-06
id25928,0.02241629920899868,0.006900029722601175,0.970683753490448
id22706,0.9828693270683289,0.01713014580309391,4.72702907927669e-07
id20877,5.154395310569271e-08,0.9992710947990417,0.0007289474015124142
id04318,1.0,4.2836190866125945e-14,2.102715362939378e-10
id18299,0.8897432684898376,0.004603419918566942,0.1056533232331276
id08126,0.03994537517428398,0.034757524728775024,0.9252970814704895
id14293,0.0819808840751648,6.499526534753386e-07,0.9180185198783875
id12759,0.9999059438705444,7.19496995316149e-08,9.398694237461314e-05
id11983,0.9995255470275879,0.0004689960915129632,5.4825936786073726e-06
id05580,1.5993979104678147e-05,0.955290675163269,0.04469343274831772
id25846,0.22111353278160095,0.014048251323401928,0.7648382186889648
id01939,0.2574036121368408,2.2193985316221188e-08,0.7425963878631592
id26327,4.407613118928566e-08,1.0718858689529043e-08,1.0
id11068,9.97947680048128e-09,2.1080512335736046e-11,1.0
id08404,0.9999886751174927,1.7469706108386163e-06,9.498852705291938e-06
id27189,0.9246522784233093,0.07480592280626297,0.0005418232758529484
id15119,4.0186939997965965e-08,0.9971662163734436,0.0028337230905890465
id26525,1.0,1.9674278206593954e-08,4.575209544555037e-08
id03618,0.9989500641822815,0.0010011210106313229,4.8832986067282036e-05
id27220,0.9999656677246094,1.2864617815466772e-08,3.429928619880229e-05
id18777,1.0155904419661965e-06,1.194710607190445e-17,0.999998927116394
id20213,1.0,1.3702274449627072e-13,5.032890879226593e-13
id20403,0.9998408555984497,0.00013431801926344633,2.474043139955029e-05
id03777,6.394142837962136e-05,0.012006553821265697,0.9879294633865356
id10595,0.4374098479747772,0.5602772831916809,0.002312879078090191
id13816,0.9988760352134705,6.917434075148776e-05,0.0010547129204496741
id05667,2.2032281776773743e-07,6.731457058428703e-11,0.9999997615814209
id24629,0.9999932050704956,1.7738310376103072e-08,6.771840162400622e-06
id20398,0.012326579540967941,0.0009835280943661928,0.9866899251937866
id14108,4.223697760608047e-05,9.253145094589854e-08,0.9999576807022095
id06196,2.1038272279838566e-07,0.9999997615814209,5.996299012878126e-09
id02800,0.9696669578552246,0.0010745897889137268,0.02925855666399002
id18732,1.4491563433693955e-06,0.9999985694885254,2.9941286783241594e-08
id11915,1.1440891789504803e-08,0.9999998807907104,8.48452827995061e-08
id09739,0.9986717700958252,1.7059044694178738e-05,0.0013112545711919665
id24672,0.9970620274543762,0.00012214487651363015,0.0028158233035355806
id00414,1.0467352694831789e-05,3.869747888529673e-05,0.9999508857727051
id16307,0.6060633063316345,0.3939363360404968,3.696771386785258e-07
id14043,0.21469993889331818,1.5945738596201409e-07,0.7852998971939087
id00517,7.521051836878456e-11,3.436665119149751e-10,1.0
id09744,0.049274057149887085,0.950697660446167,2.8301754355197772e-05
id19257,1.0,3.4456800079851746e-08,3.191011899161822e-10
id15437,0.49315139651298523,0.5068436861038208,4.905420610157307e-06
id16352,1.303722910961369e-06,2.26437688044534e-11,0.9999986886978149
id18849,0.06610296666622162,1.1456822157640545e-08,0.933897078037262
id19434,9.72526705976702e-14,1.0,1.3244905118416778e-13
id17928,0.002865300979465246,0.6730444431304932,0.32409021258354187
id16896,0.8696006536483765,0.0007758141728118062,0.12962356209754944
id02135,0.000310032773995772,0.9859980344772339,0.013691934756934643
id15075,0.9998421669006348,4.061886284034699e-05,0.00011714224092429504
id27486,1.0289464853485697e-06,0.999998927116394,2.9356353792309164e-08
id19422,0.9982582926750183,0.0017417429480701685,1.820847650435553e-08
id09603,0.8129070401191711,0.18664047122001648,0.0004524635733105242
id02133,1.7628073223363572e-08,1.0,2.0762290497966518e-10
id03441,0.992170512676239,6.3618335843784735e-06,0.007823160849511623
id02398,8.889384844223969e-06,0.9999910593032837,1.0118405245618245e-11
id05152,9.04459557204973e-06,3.92484963640527e-07,0.9999905824661255
id17838,0.9999972581863403,7.114532074581348e-09,2.7092726213595597e-06
id25060,0.9998325109481812,0.0001613397616893053,6.0593961279664654e-06
id09998,2.0383035916893277e-06,1.8468211848698957e-08,0.9999979734420776
id01828,0.0019035866716876626,0.9978367686271667,0.0002596817503217608
id25377,0.01402169931679964,0.0007513836026191711,0.9852268695831299
id22175,3.192725728240475e-08,1.0,1.570205250545076e-11
id02974,1.6057070695296716e-07,8.209040970541537e-05,0.99991774559021
id26955,0.9999982118606567,1.7615657270653173e-06,1.4827724117982832e-11
id21091,0.9983845949172974,4.485845784074627e-05,0.0015705362893640995
id12802,0.6800664663314819,0.31986743211746216,6.616230530198663e-05
id07432,7.537030910498288e-08,0.99997878074646,2.1086683773319237e-05
id18749,0.013090566731989384,0.9761847257614136,0.01072470098733902
id15030,1.8336407947572297e-06,0.010878680273890495,0.9891195297241211
id17155,3.217374251107685e-05,0.999967098236084,7.060845632622659e-07
id08128,1.4510195001093962e-07,0.9983909130096436,0.0016089732525870204
id25706,1.0450414755780457e-08,0.9999971389770508,2.864923317247303e-06
id15645,0.9999922513961792,1.0969699815177592e-06,6.640271749347448e-06
id04943,0.004710686393082142,0.9952889680862427,3.3012031508405926e-07
id27566,1.19012684081099e-05,0.0001486894761910662,0.9998394250869751
id11765,0.0242268405854702,1.4171756447467487e-05,0.9757590293884277
id13783,0.9145245552062988,0.07886193692684174,0.006613610778003931
id00492,1.9258555994383642e-07,0.0005686657386831939,0.9994310736656189
id27636,0.5862309336662292,0.003402464557439089,0.41036659479141235
id04273,0.07765449583530426,0.004139853175729513,0.9182056188583374
id02537,0.0007610040483996272,2.7278550987830386e-05,0.9992116689682007
id24349,0.9984369874000549,0.001563052530400455,2.5254271562857866e-08
id00023,2.9278892643702648e-09,0.999998927116394,1.0882797596423188e-06
id23025,0.00038110860623419285,0.9996165037155151,2.3418099317495944e-06
id08722,0.997219443321228,0.0016940825153142214,0.0010864727664738894
id02420,0.9994376301765442,0.0005615194677375257,8.222025940085587e-07
id10811,0.6789081692695618,0.0004402497143018991,0.3206516206264496
id04019,0.21986320614814758,9.71671543084085e-05,0.7800396680831909
id18334,0.9999814033508301,1.8632938008522615e-05,2.9267340551086818e-08
id16781,0.9995575547218323,0.0003244947292841971,0.00011796032777056098
id08773,0.944186270236969,0.020753683522343636,0.03506004437804222
id19214,0.9566290974617004,0.03814132511615753,0.005229591391980648
id09589,1.59441166866503e-12,0.999954342842102,4.561484820442274e-05
id24246,0.9999443292617798,1.070245707524009e-05,4.493222149903886e-05
id23577,0.9998937845230103,0.00010618213127600029,3.1569085123805962e-09
id09305,0.9999908208847046,1.6042399630933346e-09,9.236084224539809e-06
id16460,0.9944208264350891,3.981948382136835e-10,0.005579160526394844
id21115,0.9999985694885254,7.390858627331909e-07,7.572978688585863e-07
id25996,0.9838234186172485,0.00014812438166700304,0.016028374433517456
id02551,9.254867983088388e-10,7.613449781729287e-08,0.9999998807907104
id19352,2.472299343025952e-07,8.572780529902957e-07,0.999998927116394
id03806,0.6236152648925781,0.003863943973556161,0.37252077460289
id26544,0.9988055229187012,6.797962887050701e-11,0.0011944762663915753
id18761,0.999997615814209,2.1923863187112147e-06,2.9017419933552446e-07
id24148,0.03574562445282936,0.9642523527145386,1.996658738789847e-06
id16095,0.005065851379185915,0.992667019367218,0.0022671720944344997
id18442,0.9917038679122925,0.004256256390362978,0.004039870575070381
id22596,2.3045804153909444e-10,5.189689233908723e-10,1.0
id23002,1.6754771650084876e-06,6.578193989525971e-08,0.9999982118606567
id04797,1.0,3.617163102376253e-08,1.216593908948127e-10
